TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
332.93,Credit,Albuquerque,Branch,35,Engineer,293,1,2788.2,1
317.53,Debit,Miami,Online,44,Engineer,104,1,6237.68,2
97.74,Credit,Los Angeles,Online,41,Engineer,137,1,4113.63,2
242.03,Debit,Dallas,Online,58,Engineer,124,1,4382.73,2
242.85,Debit,San Antonio,Online,42,Engineer,93,1,4672.8,2
47.1,Credit,Washington,Branch,42,Doctor,178,1,6308.07,2
232.35,Credit,Atlanta,Branch,33,Engineer,153,1,4186.25,2
889.01,Debit,Virginia Beach,Online,36,Engineer,169,1,4826.88,2
100.13,Debit,Denver,Branch,57,Doctor,168,1,5209.16,2
195.12,Debit,Louisville,ATM,46,Doctor,144,1,6101.15,2
126.21,Debit,Baltimore,Branch,75,Retired,268,1,5669.66,2
74.67,Debit,Indianapolis,ATM,43,Engineer,283,1,3449.35,2
328.47,Debit,San Antonio,ATM,63,Retired,119,1,4323.66,2
424.47,Debit,Oklahoma City,Online,22,Student,116,1,5491.55,2
547.87,Debit,Columbus,ATM,64,Retired,131,1,6155.76,2
507.25,Debit,Washington,Branch,73,Retired,143,1,5331.57,2
453.09,Debit,San Jose,Branch,48,Doctor,97,1,6708.65,2
131.56,Debit,Charlotte,Branch,44,Doctor,42,1,5873.54,2
135.43,Debit,San Jose,ATM,57,Retired,92,1,5315.83,2
104.63,Debit,Omaha,ATM,62,Retired,90,1,4477.78,2
92.5,Credit,Seattle,Online,40,Engineer,70,1,6295.45,2
291.22,Credit,Baltimore,Online,41,Engineer,100,1,3677.63,2
655.81,Debit,Omaha,ATM,55,Retired,164,2,4539.99,2
577.13,Credit,San Jose,Branch,40,Engineer,66,1,6640.51,2
946.94,Debit,Charlotte,Branch,53,Retired,251,1,5579.11,2
207.65,Debit,San Francisco,Online,34,Engineer,98,1,5143.8,2
153.4,Debit,Mesa,ATM,45,Engineer,144,1,4657.7,2
1169.59,Debit,New York,Online,28,Student,114,1,5946.45,2
249.56,Debit,New York,Branch,76,Retired,246,1,4444.95,2
425.34,Credit,Kansas City,Online,69,Retired,121,1,3907.54,2
510.7,Credit,Nashville,Online,27,Student,294,1,5828.48,2
433.53,Debit,Philadelphia,Branch,38,Doctor,231,1,6368.32,2
46.53,Debit,San Francisco,ATM,42,Engineer,34,1,4468.12,2
119.72,Debit,Tucson,Branch,30,Engineer,123,1,3435.34,2
775.23,Credit,Albuquerque,Online,59,Doctor,38,1,5977.59,2
54.03,Credit,Milwaukee,ATM,56,Retired,161,1,6736.3,2
213.33,Debit,Omaha,ATM,52,Retired,161,1,5400.44,2
115.92,Debit,Raleigh,ATM,53,Retired,57,1,3897.17,2
212.97,Debit,Atlanta,Online,59,Engineer,178,1,4180.4,2
431.22,Credit,Austin,Branch,73,Retired,129,1,6505.98,2
435.27,Debit,Chicago,Branch,74,Retired,90,1,4673.28,2
299.09,Credit,Boston,Branch,36,Engineer,84,1,5615.26,2
236.57,Debit,Sacramento,ATM,79,Retired,112,1,3488.77,2
106.99,Debit,Omaha,Branch,38,Engineer,152,1,5771.4,2
14.16,Credit,Oklahoma City,Branch,74,Retired,290,1,5399.76,2
999.28,Debit,Boston,Online,29,Engineer,40,1,4272.41,2
424.56,Debit,Omaha,Online,51,Engineer,264,1,5183.85,2
79.76,Debit,Raleigh,Branch,39,Engineer,170,1,6452.14,2
307.57,Debit,Detroit,Branch,33,Doctor,285,1,5307.74,2
386.38,Debit,Phoenix,Online,42,Engineer,135,1,5528.36,2
438.04,Debit,Philadelphia,ATM,67,Retired,247,1,5358.95,2
135.94,Debit,Houston,Branch,71,Retired,258,1,4710.21,2
171.16,Debit,New York,Online,51,Retired,42,1,6126.5,2
113.03,Credit,Tucson,Online,36,Doctor,12,1,6756.13,2
1422.55,Debit,Washington,Branch,79,Retired,165,1,5674.32,2
571.93,Debit,Washington,Online,52,Retired,119,1,4026.03,2
235.83,Credit,Memphis,Online,53,Engineer,169,1,4120.75,2
5.66,Debit,Fresno,Branch,40,Engineer,33,1,5434.64,2
319.27,Credit,Omaha,Online,54,Retired,59,1,5504.01,2
533.61,Debit,Mesa,Online,48,Engineer,115,1,3656.93,2
428.62,Debit,Raleigh,Branch,55,Retired,72,1,3473.24,2
177.19,Debit,Chicago,Online,76,Retired,43,1,5343.3,2
113.64,Debit,Detroit,Online,62,Retired,32,1,6675.03,2
837.29,Debit,Phoenix,Branch,25,Student,216,1,6012.67,2
22.46,Debit,New York,Online,54,Retired,78,1,6631.5,2
185.1,Debit,Albuquerque,Branch,53,Retired,23,1,6115.63,2
521.81,Debit,Virginia Beach,ATM,47,Engineer,34,1,4750.96,2
113.54,Debit,Columbus,Online,38,Engineer,273,1,5581.21,2
354.96,Debit,Fort Worth,Online,69,Doctor,96,1,6712.94,2
99.11,Debit,Philadelphia,Online,55,Retired,12,1,5414.87,2
119.18,Debit,Los Angeles,Branch,56,Retired,96,1,5516.5,2
112.91,Credit,Tucson,Online,27,Engineer,135,1,4764.48,2
539.35,Debit,Milwaukee,ATM,55,Retired,127,1,3919.44,2
93.14,Debit,Memphis,Online,67,Retired,151,1,5473.82,2
659.95,Debit,Detroit,Online,60,Engineer,114,1,3927.69,2
308.23,Debit,Las Vegas,ATM,60,Retired,23,1,4150.63,2
28.63,Debit,San Diego,Branch,56,Retired,146,1,3382.91,2
14.92,Debit,Las Vegas,Branch,26,Engineer,120,1,6611.26,2
122.98,Debit,Jacksonville,Online,79,Retired,228,1,5055.99,2
1041.88,Debit,Jacksonville,Online,78,Retired,57,1,5726.2,2
505.19,Debit,Kansas City,ATM,30,Doctor,128,5,5326.68,2
0.99,Debit,Los Angeles,ATM,45,Engineer,133,1,4317.85,2
381.52,Debit,Seattle,Online,36,Doctor,79,1,5798.92,2
577.12,Debit,Virginia Beach,ATM,39,Engineer,69,1,5265.88,2
275.65,Credit,Atlanta,Branch,28,Engineer,14,1,4957.57,2
166.68,Debit,Mesa,ATM,57,Retired,139,1,5141.19,2
270.25,Debit,Tucson,ATM,31,Engineer,42,1,5414.97,2
1416.69,Debit,Nashville,ATM,46,Engineer,58,1,3740.73,2
31.19,Debit,Charlotte,ATM,52,Engineer,74,1,5545.96,2
465.45,Debit,Denver,ATM,36,Engineer,129,1,3465.54,2
737.1,Debit,Washington,ATM,60,Retired,92,1,4644.19,2
85.03,Debit,San Diego,ATM,51,Retired,48,1,4597.57,2
25.77,Debit,Memphis,Online,68,Retired,18,1,4331.54,2
705.34,Debit,Washington,Online,59,Doctor,124,1,5003.22,2
146.55,Debit,Virginia Beach,Online,54,Retired,124,5,4087.44,2
116.89,Debit,Columbus,Online,71,Retired,226,1,4880.31,2
261.45,Credit,Oklahoma City,Online,50,Engineer,96,1,6735.74,2
8.98,Debit,Detroit,Online,66,Retired,56,1,4516.76,2
584.41,Debit,Las Vegas,ATM,23,Student,41,1,4475.22,2
584.98,Credit,Chicago,Branch,55,Retired,121,1,6521.05,2
336.84,Debit,Washington,ATM,22,Student,100,1,4500.26,2
116.86,Debit,Louisville,ATM,55,Engineer,171,1,6706.56,2
638.24,Debit,Phoenix,Branch,48,Engineer,64,1,5695.78,2
124.76,Debit,Seattle,Branch,49,Engineer,45,1,5764.72,2
335.7,Debit,El Paso,ATM,80,Retired,57,1,6601.44,2
890.24,Credit,Las Vegas,Online,33,Engineer,161,1,5140.93,2
188.7,Debit,New York,Branch,54,Retired,123,1,5077.06,2
321.79,Credit,Raleigh,ATM,63,Retired,61,1,5959.2,2
87.85,Debit,Colorado Springs,Branch,49,Engineer,63,1,3753.24,2
302.16,Debit,Kansas City,Online,80,Retired,138,5,3876.61,2
7.49,Credit,Houston,Online,65,Retired,276,1,3634.67,2
557.26,Debit,San Jose,ATM,69,Doctor,53,1,5237.12,2
492.93,Debit,Columbus,Online,39,Engineer,234,1,5109.97,2
27.44,Debit,Boston,ATM,62,Retired,164,1,5950.48,2
35.84,Credit,Colorado Springs,Online,54,Retired,172,1,4795.65,2
71.48,Credit,Columbus,Online,18,Student,169,1,6568.59,2
11.18,Debit,Atlanta,Online,43,Doctor,161,1,5956.89,2
1021.38,Debit,Detroit,Branch,61,Doctor,125,1,6223.26,2
649.28,Debit,San Jose,ATM,75,Retired,137,1,4875.86,2
51.0,Debit,Seattle,Branch,64,Retired,107,1,4943.16,2
59.32,Debit,Los Angeles,Branch,71,Retired,38,1,5750.89,2
26.1,Credit,Detroit,Branch,66,Doctor,115,1,5243.0,2
206.46,Debit,Virginia Beach,ATM,65,Retired,279,1,3984.38,2
377.04,Debit,Chicago,ATM,34,Engineer,64,1,3812.87,2
7.5,Debit,Dallas,Online,63,Retired,36,1,6485.78,2
304.35,Debit,Houston,Branch,31,Engineer,36,1,4057.1,2
485.54,Debit,Houston,ATM,46,Engineer,143,1,6371.51,2
18.1,Debit,Louisville,ATM,57,Retired,66,1,6474.34,2
541.52,Credit,Indianapolis,Branch,48,Engineer,161,1,6087.24,2
386.52,Debit,Indianapolis,Branch,48,Engineer,28,1,5630.61,2
57.91,Credit,Sacramento,Branch,58,Engineer,97,1,3641.06,2
58.94,Debit,Miami,Online,30,Engineer,26,1,4575.98,2
114.98,Debit,Seattle,Online,59,Retired,80,1,6144.68,2
98.95,Debit,Mesa,Branch,75,Retired,73,1,5670.82,2
18.14,Credit,Milwaukee,ATM,58,Retired,48,1,6020.85,2
1154.79,Debit,Columbus,ATM,51,Doctor,108,1,6180.3,2
684.5,Debit,Fort Worth,Branch,29,Doctor,76,1,6258.63,2
178.87,Debit,Baltimore,Online,35,Doctor,180,1,5241.23,2
215.13,Debit,Charlotte,Online,46,Engineer,114,1,3956.69,2
13.02,Debit,Charlotte,Branch,51,Doctor,42,1,6076.45,2
341.88,Debit,Austin,ATM,43,Engineer,89,1,4159.52,2
167.14,Debit,Denver,Online,76,Retired,20,1,3877.73,2
345.22,Debit,Fresno,Branch,69,Retired,253,1,4046.58,2
213.76,Credit,Dallas,ATM,78,Retired,282,1,3528.72,2
29.34,Debit,Louisville,Online,65,Retired,30,1,3944.82,2
440.43,Debit,Colorado Springs,Branch,78,Retired,23,1,5123.24,2
36.71,Debit,Jacksonville,Branch,48,Doctor,55,1,6459.38,2
196.08,Debit,San Francisco,Online,61,Retired,98,1,4233.82,2
6.0,Debit,Chicago,Online,30,Doctor,246,1,5442.76,2
270.72,Credit,Washington,Online,26,Engineer,53,1,6263.96,2
138.95,Debit,Washington,Online,71,Retired,30,1,6752.92,2
98.53,Debit,Denver,Branch,69,Retired,166,1,3564.8,2
330.91,Debit,Kansas City,ATM,36,Engineer,28,1,6481.35,2
66.65,Debit,Detroit,ATM,37,Engineer,33,1,3559.96,2
922.55,Debit,Detroit,ATM,63,Retired,87,1,4715.84,2
429.25,Debit,Seattle,Online,29,Engineer,107,1,5019.68,2
289.01,Debit,Miami,Online,66,Retired,96,1,4226.26,2
301.85,Debit,Columbus,Online,54,Engineer,25,1,6586.19,2
136.31,Debit,Nashville,Online,74,Retired,65,1,4384.95,2
716.93,Credit,Milwaukee,Online,60,Retired,34,1,4064.02,2
23.3,Debit,Los Angeles,ATM,59,Engineer,161,1,6711.15,2
126.81,Debit,Philadelphia,Branch,26,Engineer,290,1,5427.98,2
22.63,Debit,Kansas City,Online,53,Engineer,112,1,4438.03,2
68.68,Debit,Sacramento,Online,49,Engineer,141,1,4718.51,2
66.9,Credit,Charlotte,Online,79,Retired,129,4,5238.71,2
320.11,Debit,El Paso,Branch,23,Student,130,1,4076.48,2
288.17,Debit,Virginia Beach,Online,37,Engineer,50,1,3653.11,2
153.55,Debit,Denver,Online,37,Doctor,16,1,5619.91,2
519.62,Credit,Washington,Online,71,Retired,40,1,4159.33,2
56.98,Credit,Oklahoma City,ATM,43,Engineer,122,2,5688.37,2
361.38,Credit,Milwaukee,Online,72,Retired,71,3,4972.92,2
211.18,Debit,Washington,ATM,73,Retired,90,1,4069.17,2
1036.66,Debit,San Antonio,Branch,58,Doctor,144,1,5541.57,2
997.43,Debit,Seattle,Online,69,Doctor,118,1,6810.05,2
124.72,Debit,Oklahoma City,Branch,33,Engineer,105,1,6309.8,2
20.54,Debit,Fort Worth,Branch,51,Engineer,72,1,5327.03,2
79.77,Debit,San Francisco,ATM,68,Retired,167,1,5010.31,2
431.08,Debit,Albuquerque,Branch,59,Retired,25,1,6760.22,2
365.14,Debit,Dallas,Online,68,Retired,57,1,5894.09,2
200.19,Credit,San Antonio,Branch,52,Retired,108,1,4389.96,2
297.5,Credit,Kansas City,Branch,73,Retired,80,1,6768.14,2
302.45,Credit,San Antonio,Branch,78,Retired,40,1,5133.61,2
354.91,Debit,Boston,ATM,74,Retired,191,1,3872.55,2
343.88,Debit,Nashville,Online,63,Retired,97,1,6486.18,2
61.66,Debit,Sacramento,ATM,26,Student,86,1,5705.4,2
361.46,Debit,Nashville,Online,21,Student,83,1,4737.84,2
220.82,Debit,Louisville,Branch,42,Engineer,31,1,4298.13,2
624.0,Debit,Houston,Branch,26,Engineer,132,5,4976.18,2
136.82,Debit,Chicago,Branch,31,Engineer,14,1,6229.13,2
115.83,Debit,Fresno,Branch,39,Engineer,167,1,6481.04,2
671.73,Debit,Washington,Branch,58,Engineer,54,1,5211.88,2
444.52,Debit,Louisville,Online,27,Engineer,17,1,5424.6,2
255.04,Debit,Seattle,ATM,45,Engineer,152,1,6217.86,2
512.76,Debit,Fresno,ATM,52,Doctor,26,1,5121.36,2
331.65,Debit,Portland,Online,41,Engineer,61,1,4172.57,2
734.86,Credit,Boston,Branch,48,Engineer,290,1,6242.03,2
444.47,Debit,San Jose,Online,57,Retired,61,1,6062.94,2
45.77,Debit,Philadelphia,Online,25,Student,109,1,5978.12,2
27.61,Credit,Fort Worth,ATM,54,Retired,26,1,3679.64,2
255.32,Debit,Baltimore,ATM,80,Retired,27,1,6290.62,2
284.17,Debit,Memphis,ATM,51,Retired,189,1,3479.56,2
131.93,Credit,Fort Worth,Branch,31,Engineer,13,1,4547.06,2
481.53,Debit,Atlanta,Branch,58,Retired,277,1,6142.54,2
275.59,Credit,Philadelphia,Branch,53,Retired,238,1,6313.22,2
35.99,Debit,Miami,Branch,63,Retired,129,1,4489.79,2
5.04,Debit,Washington,ATM,56,Retired,41,1,5558.36,2
345.39,Credit,Phoenix,Online,58,Engineer,80,1,6451.96,2
231.51,Credit,Oklahoma City,Branch,60,Retired,96,1,5790.7,2
113.02,Credit,Jacksonville,Branch,69,Retired,166,1,6077.96,2
50.28,Debit,Oklahoma City,Branch,60,Engineer,65,1,5729.1,2
69.4,Debit,Virginia Beach,Online,80,Retired,113,1,6452.77,2
263.99,Debit,Dallas,Branch,79,Retired,227,2,4175.02,2
349.64,Debit,Las Vegas,Online,48,Engineer,226,1,6651.62,2
275.98,Credit,Washington,Online,72,Retired,67,1,6151.05,2
265.76,Debit,Philadelphia,Online,54,Retired,92,1,4446.17,2
58.32,Credit,Louisville,Branch,29,Engineer,275,4,6027.49,2
120.67,Debit,Colorado Springs,ATM,42,Doctor,233,1,5374.54,2
760.53,Debit,Phoenix,Online,57,Engineer,118,1,6179.91,2
295.5,Debit,Mesa,ATM,59,Retired,36,1,6280.66,2
117.28,Credit,Austin,Online,60,Engineer,16,1,3665.77,2
273.08,Credit,Houston,Branch,26,Engineer,134,1,6609.3,2
371.69,Debit,San Francisco,Branch,67,Retired,143,1,3484.32,2
468.32,Debit,Fresno,Online,69,Retired,152,1,4710.04,2
133.55,Debit,Atlanta,ATM,44,Engineer,220,1,3846.28,2
942.7,Debit,Boston,Online,35,Engineer,29,1,5141.32,2
425.18,Credit,Fresno,Online,59,Engineer,135,1,5790.55,2
74.42,Debit,El Paso,Online,49,Engineer,68,1,6264.21,2
568.52,Debit,Indianapolis,ATM,46,Engineer,152,1,5499.91,2
281.47,Debit,Philadelphia,ATM,34,Engineer,142,1,4437.48,2
131.46,Debit,Charlotte,Branch,67,Retired,258,1,6642.33,2
20.17,Debit,San Antonio,ATM,77,Retired,86,1,3869.37,2
60.54,Credit,Columbus,Branch,57,Retired,52,1,3534.93,2
177.05,Debit,Philadelphia,Branch,24,Student,235,1,4287.82,2
97.22,Credit,Atlanta,Branch,77,Retired,55,1,6647.73,2
538.13,Debit,Charlotte,ATM,62,Retired,165,1,5008.59,2
143.21,Debit,Dallas,Online,35,Engineer,135,1,6374.82,2
292.56,Credit,Dallas,Branch,68,Retired,61,1,4638.37,2
219.44,Debit,Washington,Online,42,Engineer,23,1,4207.27,2
123.85,Debit,Las Vegas,Online,56,Engineer,244,1,3959.62,2
776.21,Credit,Raleigh,Online,78,Retired,99,1,4895.87,2
248.76,Debit,Portland,Branch,21,Student,117,1,6178.77,2
395.77,Credit,El Paso,Branch,43,Doctor,118,1,6425.99,2
538.17,Credit,Washington,Branch,27,Engineer,252,1,5908.04,2
675.37,Credit,Jacksonville,Online,56,Retired,31,1,4704.91,2
663.45,Debit,Albuquerque,ATM,67,Retired,147,1,5897.29,2
24.77,Debit,Boston,ATM,62,Retired,55,1,5866.01,2
218.59,Credit,Denver,Branch,40,Engineer,123,1,6699.23,2
168.53,Debit,San Francisco,ATM,71,Retired,112,1,5962.58,2
352.03,Credit,Phoenix,Online,27,Student,219,1,4846.68,2
294.15,Debit,Fresno,Online,38,Engineer,136,1,6362.16,2
308.42,Debit,Nashville,Branch,75,Retired,39,1,5427.81,2
147.4,Debit,San Jose,Branch,42,Engineer,259,1,6797.71,2
292.38,Debit,Baltimore,ATM,68,Doctor,224,1,5803.89,2
654.48,Debit,Columbus,Branch,19,Student,114,1,6776.41,2
25.29,Debit,Miami,Online,50,Engineer,125,1,5374.69,2
45.9,Debit,Columbus,Branch,56,Engineer,264,1,5698.25,2
703.89,Debit,San Antonio,Online,46,Engineer,62,1,3583.67,2
243.85,Debit,Omaha,Branch,39,Engineer,43,1,4576.78,2
161.38,Credit,Colorado Springs,Online,24,Student,101,1,3900.34,2
2.51,Debit,Baltimore,Online,63,Retired,32,1,4891.56,2
126.83,Debit,Austin,Branch,57,Retired,39,1,6100.98,2
385.35,Debit,Miami,Branch,38,Doctor,269,1,5184.13,2
68.49,Debit,Nashville,Online,67,Retired,49,1,6683.31,2
953.17,Debit,Raleigh,Online,60,Retired,84,1,3506.11,2
5.76,Debit,Houston,Branch,38,Engineer,164,1,5859.79,2
166.06,Debit,Indianapolis,ATM,30,Engineer,172,1,5397.68,2
100.48,Credit,Milwaukee,Branch,18,Student,104,1,6149.81,2
90.94,Credit,Colorado Springs,ATM,63,Retired,56,1,3896.08,2
54.84,Debit,Kansas City,Online,52,Retired,124,1,3495.51,2
43.85,Debit,Fresno,ATM,62,Retired,122,1,4356.98,2
233.92,Credit,Jacksonville,Online,26,Student,280,1,6537.62,2
315.13,Debit,Omaha,Branch,30,Engineer,143,1,6570.94,2
423.53,Credit,Kansas City,Branch,50,Doctor,81,1,5453.4,2
63.76,Debit,San Antonio,ATM,69,Retired,100,1,4980.26,2
632.69,Debit,Denver,ATM,80,Retired,76,1,4363.74,2
545.87,Debit,Miami,Branch,27,Engineer,41,1,4860.01,2
63.54,Debit,Dallas,ATM,26,Engineer,136,1,4401.78,2
48.51,Debit,Austin,Branch,22,Student,69,1,3363.23,2
125.83,Debit,Los Angeles,ATM,57,Retired,138,1,6109.86,2
232.12,Debit,Omaha,ATM,37,Engineer,51,1,6689.87,2
525.28,Debit,Colorado Springs,ATM,69,Retired,134,1,4693.6,2
116.76,Debit,Philadelphia,ATM,51,Engineer,212,1,4480.43,2
206.25,Debit,Baltimore,ATM,74,Retired,56,1,3651.07,2
466.85,Debit,Austin,Branch,56,Retired,165,1,5422.53,2
489.31,Debit,Louisville,Branch,43,Engineer,36,1,5595.22,2
157.97,Debit,Philadelphia,Branch,48,Doctor,140,1,5529.92,2
63.74,Debit,Chicago,Online,63,Retired,31,1,4336.4,2
254.77,Debit,Denver,Branch,57,Engineer,57,1,5994.87,2
235.42,Debit,Phoenix,Branch,51,Retired,175,1,6173.23,2
583.92,Debit,Kansas City,Online,55,Engineer,139,1,6364.14,2
12.62,Debit,El Paso,Branch,33,Doctor,61,1,6420.47,2
758.12,Debit,San Francisco,ATM,69,Retired,90,1,6164.65,2
373.52,Debit,Colorado Springs,ATM,35,Engineer,235,1,6430.41,2
164.51,Debit,Louisville,Branch,78,Retired,110,1,3553.69,2
366.93,Debit,Houston,Online,66,Retired,33,1,6697.79,2
267.55,Debit,Charlotte,Online,46,Engineer,40,1,4330.04,2
35.46,Debit,Indianapolis,ATM,67,Doctor,164,1,5692.31,2
261.14,Debit,San Antonio,ATM,42,Engineer,162,1,6100.08,2
506.26,Credit,Baltimore,ATM,64,Retired,86,1,6266.65,2
389.43,Credit,Austin,ATM,52,Engineer,151,1,6449.83,2
25.58,Debit,Omaha,ATM,60,Engineer,166,1,6741.41,2
46.23,Debit,Fresno,Online,77,Retired,282,1,5107.75,2
265.37,Debit,Washington,Branch,33,Engineer,77,1,5229.95,2
154.24,Debit,Mesa,ATM,61,Retired,82,1,6109.55,2
33.63,Debit,Columbus,Online,63,Retired,76,1,4324.4,2
64.58,Debit,El Paso,Branch,55,Retired,173,1,6292.29,2
160.52,Credit,Jacksonville,ATM,78,Retired,112,1,5379.25,2
112.94,Credit,San Antonio,Online,73,Retired,31,1,3807.84,2
285.49,Credit,Charlotte,Branch,53,Doctor,109,1,6366.84,2
308.8,Debit,Baltimore,ATM,53,Retired,41,1,3966.54,2
50.63,Debit,Columbus,Online,64,Retired,143,1,4732.81,2
204.06,Debit,Washington,Online,77,Retired,159,1,4351.83,2
288.43,Debit,Phoenix,Branch,66,Retired,72,1,4577.09,2
53.51,Debit,New York,Online,56,Retired,165,1,5773.5,2
820.46,Credit,Fort Worth,Online,53,Engineer,243,1,5621.86,2
21.15,Debit,Columbus,Branch,70,Retired,180,1,3466.74,2
18.56,Credit,Memphis,Branch,49,Engineer,161,1,4230.37,2
672.74,Credit,Colorado Springs,Branch,46,Engineer,118,1,5386.52,2
360.02,Debit,Dallas,Online,68,Retired,68,1,6400.59,2
233.74,Debit,Boston,Online,72,Retired,142,1,4749.54,2
344.97,Debit,Austin,Online,34,Doctor,106,1,5577.94,2
101.23,Debit,Colorado Springs,Online,45,Engineer,87,1,6169.71,2
653.97,Debit,Miami,Online,37,Engineer,100,1,3886.65,2
72.68,Debit,Seattle,Online,69,Retired,44,1,6216.77,2
452.8,Debit,Los Angeles,Branch,80,Retired,151,1,4840.67,2
169.28,Debit,Philadelphia,Branch,45,Doctor,114,1,5128.44,2
155.53,Debit,Baltimore,ATM,29,Engineer,66,1,4008.05,2
991.82,Debit,Milwaukee,Online,43,Engineer,300,1,3493.13,2
39.24,Debit,Dallas,ATM,77,Retired,106,1,6462.41,2
152.01,Debit,Fort Worth,ATM,42,Engineer,111,3,4625.12,2
78.77,Credit,Las Vegas,ATM,48,Engineer,50,1,6470.57,2
26.5,Debit,Indianapolis,Online,48,Engineer,179,1,4854.83,2
523.02,Debit,Jacksonville,Online,53,Retired,83,1,4586.11,2
114.1,Debit,Boston,Branch,69,Retired,148,1,5882.12,2
95.5,Debit,Omaha,Online,57,Retired,17,1,4079.09,2
60.96,Debit,Colorado Springs,ATM,52,Retired,238,1,6189.24,2
61.37,Debit,Columbus,Branch,75,Retired,164,1,4294.44,2
120.17,Debit,Portland,ATM,49,Doctor,105,1,5403.79,2
52.95,Credit,Charlotte,Online,68,Retired,14,1,6335.58,2
214.15,Debit,Detroit,Branch,32,Engineer,217,1,6397.29,2
71.34,Debit,Miami,Online,49,Engineer,144,3,6345.03,2
170.36,Debit,Indianapolis,ATM,30,Doctor,118,1,6034.73,2
92.36,Debit,Dallas,ATM,29,Engineer,144,1,6353.14,2
160.24,Debit,Washington,ATM,31,Engineer,15,1,5526.97,2
316.37,Debit,Colorado Springs,ATM,53,Engineer,86,1,4671.69,2
434.17,Debit,Atlanta,ATM,21,Student,148,5,5335.44,2
211.36,Debit,San Francisco,Branch,47,Engineer,194,1,4760.34,2
265.94,Debit,Boston,Online,54,Engineer,132,1,6781.3,2
101.42,Debit,Atlanta,Online,66,Retired,146,1,6530.59,2
138.11,Credit,Phoenix,Online,68,Retired,104,1,4177.65,2
567.92,Debit,Columbus,Online,53,Retired,14,1,3779.47,2
173.74,Debit,Houston,Online,80,Retired,64,1,4913.42,2
220.68,Credit,Raleigh,Online,71,Retired,217,1,5549.2,2
11.86,Debit,Sacramento,Branch,31,Engineer,129,1,6782.61,2
27.21,Debit,San Jose,ATM,79,Retired,102,1,3520.61,2
395.16,Debit,Milwaukee,Online,56,Retired,17,1,5340.73,2
55.89,Debit,Fresno,Online,72,Retired,150,1,3689.65,2
79.8,Debit,Fort Worth,ATM,73,Retired,76,1,6372.58,2
542.72,Credit,Indianapolis,Branch,43,Doctor,92,1,6011.8,2
820.62,Credit,Fresno,Branch,61,Doctor,158,1,6024.8,2
1431.33,Debit,Charlotte,ATM,30,Doctor,49,1,5567.98,2
333.78,Debit,San Diego,ATM,60,Retired,98,1,6810.94,2
363.84,Debit,Columbus,Online,73,Retired,118,3,5415.64,2
34.74,Credit,Portland,Online,59,Retired,72,1,3736.57,2
1607.55,Debit,Phoenix,ATM,31,Engineer,156,1,6227.99,2
175.94,Debit,Indianapolis,ATM,57,Retired,89,1,3728.04,2
199.47,Debit,Detroit,Online,57,Doctor,142,1,6067.44,2
77.54,Debit,Phoenix,Online,67,Retired,73,1,4536.38,2
51.07,Debit,Dallas,Branch,63,Retired,133,1,4292.16,2
213.42,Debit,Columbus,ATM,45,Engineer,17,1,3736.38,2
91.23,Debit,Boston,ATM,72,Retired,86,1,6385.12,2
263.92,Credit,San Diego,Branch,57,Retired,233,1,4161.71,2
41.93,Debit,Fresno,ATM,48,Engineer,136,1,5081.26,2
153.59,Credit,Portland,Branch,66,Retired,174,1,4813.12,2
637.75,Debit,Dallas,Branch,79,Retired,152,1,4202.92,2
193.82,Debit,Kansas City,Branch,37,Engineer,176,1,3886.77,2
39.69,Debit,Austin,Online,70,Retired,163,1,3524.68,2
124.84,Debit,Louisville,Online,52,Retired,79,1,6711.78,2
4.15,Credit,Omaha,Branch,60,Retired,119,1,6017.36,2
586.85,Debit,Mesa,ATM,36,Doctor,86,1,6655.15,2
22.26,Debit,San Antonio,Branch,19,Student,56,1,5583.88,2
148.54,Credit,Columbus,Branch,71,Retired,107,1,5677.05,2
458.94,Debit,Detroit,Branch,52,Engineer,180,1,5619.95,2
757.15,Debit,Raleigh,Online,53,Engineer,38,1,4702.86,2
47.23,Credit,Memphis,Online,73,Retired,160,1,6659.81,2
8.65,Debit,Mesa,ATM,68,Retired,198,1,4201.22,2
351.99,Debit,Chicago,ATM,80,Retired,45,2,3663.64,2
111.66,Credit,Washington,Online,48,Engineer,140,1,5716.72,2
362.27,Debit,Jacksonville,ATM,80,Retired,47,1,6003.59,2
56.31,Credit,Houston,Online,75,Retired,195,1,6396.08,2
203.99,Debit,Philadelphia,Online,52,Retired,215,1,4840.31,2
74.73,Credit,Jacksonville,Branch,64,Retired,162,1,6353.22,2
435.86,Debit,Jacksonville,ATM,56,Retired,134,1,3801.82,2
870.3,Debit,San Jose,ATM,51,Retired,229,1,3688.98,2
84.34,Debit,Memphis,Online,58,Retired,248,3,5313.97,2
214.73,Credit,Los Angeles,ATM,46,Doctor,26,1,5368.42,2
66.01,Debit,Milwaukee,Online,49,Engineer,179,1,3475.99,2
299.42,Credit,San Jose,Branch,63,Retired,53,1,4735.41,2
743.03,Debit,New York,ATM,50,Engineer,174,1,4111.38,2
231.92,Debit,Indianapolis,ATM,66,Doctor,12,1,5715.08,2
295.82,Credit,Chicago,Branch,47,Engineer,46,1,5897.73,2
302.86,Debit,Los Angeles,Online,55,Doctor,275,1,5239.24,2
